STATION,NAME,DATE,TAVG,TMAX,TMIN
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",5/26/17,49,56,46
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",5/27/17,57,67,50
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",5/28/17,60,67,52
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",5/29/17,50,52,46
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",5/30/17,51,58,46
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",5/31/17,58,70,52
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",6/1/17,61,72,53
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",6/2/17,58,66,45
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",6/3/17,55,65,45
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",6/4/17,58,68,49
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",6/5/17,52,53,49
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",6/6/17,47,49,45
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",6/7/17,56,69,47
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",6/8/17,63,75,52
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",6/9/17,62,73,51
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",6/10/17,70,80,61
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",6/11/17,74,87,63
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",6/12/17,80,90,72
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",6/13/17,79,88,67
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",6/14/17,72,78,54
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",6/15/17,62,73,50
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",6/16/17,60,67,57
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",6/17/17,61,71,56
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",6/18/17,71,78,66
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",6/19/17,74,82,67
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",6/20/17,71,79,63
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",6/21/17,69,78,57
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",6/22/17,69,79,58
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",6/23/17,74,85,64
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",6/24/17,74,80,66
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",6/25/17,69,78,59
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",6/26/17,63,74,54
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",6/27/17,61,69,53
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",6/28/17,60,72,50
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",6/29/17,65,73,56
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",6/30/17,71,82,64
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",7/1/17,72,82,66
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",7/2/17,74,82,67
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",7/3/17,72,80,62
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",7/4/17,70,79,60
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",7/5/17,72,80,62
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",7/6/17,69,78,59
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",7/7/17,64,67,61
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",7/8/17,68,82,61
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",7/9/17,68,77,59
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",7/10/17,70,81,60
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",7/11/17,71,80,65
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",7/12/17,72,83,66
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",7/13/17,64,71,54
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",7/14/17,57,62,54
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",7/15/17,66,79,60
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",7/16/17,73,83,64
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",7/17/17,74,82,65
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",7/18/17,72,83,66
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",7/19/17,76,86,68
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",7/20/17,77,87,67
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",7/21/17,76,85,64
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",7/22/17,74,82,66
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",7/23/17,70,74,62
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",7/24/17,58,62,52
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",7/25/17,55,61,52
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",7/26/17,65,76,56
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",7/27/17,63,67,58
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",7/28/17,70,78,62
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",7/29/17,65,70,58
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",7/30/17,67,78,59
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",7/31/17,69,82,56
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",8/1/17,74,85,65
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",8/2/17,73,83,64
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",8/3/17,70,81,62
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",8/4/17,71,82,63
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",8/5/17,68,72,60
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",8/6/17,64,72,56
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",8/7/17,64,69,58
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",8/8/17,65,73,59
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",8/9/17,68,79,57
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",8/10/17,71,82,62
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",8/11/17,70,77,61
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",8/12/17,66,76,58
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",8/13/17,71,79,66
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",8/14/17,70,78,62
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",8/15/17,67,73,63
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",8/16/17,71,79,64
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",8/17/17,67,77,56
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",8/18/17,68,78,62
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",8/19/17,75,83,68
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",8/20/17,72,80,65
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",8/21/17,72,82,63
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",8/22/17,74,86,66
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",8/23/17,73,77,60
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",8/24/17,65,74,54
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",8/25/17,64,71,55
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",8/26/17,62,71,53
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",8/27/17,63,73,56
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",8/28/17,63,72,54
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",8/29/17,59,64,53
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",8/30/17,61,71,56
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",8/31/17,63,73,52
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",9/1/17,55,64,44
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",9/2/17,56,67,45
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",9/3/17,54,57,51
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",9/4/17,62,75,53
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",9/5/17,70,81,62
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",9/6/17,65,68,57
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",9/7/17,61,70,53
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",9/8/17,58,67,50
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",9/9/17,58,67,50
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",9/10/17,60,69,52
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",9/11/17,61,74,50
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",9/12/17,67,79,57
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",9/13/17,68,79,58
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",9/14/17,69,76,64
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",9/15/17,70,78,65
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",9/16/17,70,79,64
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",9/17/17,71,80,62
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",9/18/17,64,70,59
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",9/19/17,62,64,60
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",9/20/17,65,68,63
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",9/21/17,66,68,62
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",9/22/17,61,66,57
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",9/23/17,68,80,62
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",9/24/17,75,86,66
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",9/25/17,77,85,65
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",9/26/17,73,85,63
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",9/27/17,73,83,63
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",9/28/17,69,72,50
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",9/29/17,53,62,43
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",9/30/17,50,52,42
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",10/1/17,51,62,42
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",10/2/17,56,67,46
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",10/3/17,56,65,46
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",10/4/17,58,73,48
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",10/5/17,66,76,59
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",10/6/17,62,68,53
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",10/7/17,65,75,58
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",10/8/17,69,72,67
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",10/9/17,69,72,68
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",10/10/17,68,73,58
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",10/11/17,61,68,51
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",10/12/17,52,57,43
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",10/13/17,49,62,41
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",10/14/17,58,69,53
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",10/15/17,62,70,55
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",10/16/17,55,64,39
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",10/17/17,43,54,35
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",10/18/17,52,67,42
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",10/19/17,58,69,47
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",10/20/17,58,67,50
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",10/21/17,60,72,53
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",10/22/17,64,78,51
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",10/23/17,56,67,49
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",10/24/17,65,71,62
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",10/25/17,64,68,56
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",10/26/17,53,57,43
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",10/27/17,47,57,40
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",10/28/17,52,63,44
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",10/29/17,56,62,54
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",10/30/17,54,63,44
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",10/31/17,46,52,38
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",11/1/17,42,49,36
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",11/2/17,56,67,47
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",11/3/17,62,71,46
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",11/4/17,46,52,38
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",11/5/17,46,58,41
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",11/6/17,58,62,45
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",11/7/17,43,46,32
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",11/8/17,36,43,31
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",11/9/17,37,46,29
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",11/10/17,35,45,19
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",11/11/17,23,33,17
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",11/12/17,31,42,24
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",11/13/17,35,38,32
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",11/14/17,33,37,31
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",11/15/17,35,42,31
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",11/16/17,38,46,33
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",11/17/17,37,40,29
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",11/18/17,33,46,25
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",11/19/17,46,55,32
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",11/20/17,33,37,29
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",11/21/17,40,54,28
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",11/22/17,44,49,33
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",11/23/17,32,38,25
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",11/24/17,35,46,28
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",11/25/17,42,54,33
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",11/26/17,41,46,31
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",11/27/17,34,41,25
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",11/28/17,27,42,19
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",11/29/17,45,56,33
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",11/30/17,34,43,24
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",12/1/17,41,44,34
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",12/2/17,35,39,30
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",12/3/17,35,38,28
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",12/4/17,37,43,32
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",12/5/17,38,56,33
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",12/6/17,45,56,28
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",12/7/17,32,40,25
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",12/8/17,30,33,24
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",12/9/17,29,31,26
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",12/10/17,28,32,23
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",12/11/17,28,33,26
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",12/12/17,30,36,26
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",12/13/17,21,26,14
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",12/14/17,18,24,11
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",12/15/17,16,22,11
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",12/16/17,20,26,15
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",12/17/17,19,25,13
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",12/18/17,24,34,18
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",12/19/17,37,45,32
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",12/20/17,36,40,27
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",12/21/17,27,30,23
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",12/22/17,22,25,20
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",12/23/17,26,37,22
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",12/24/17,32,35,26
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",12/25/17,25,31,19
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",12/26/17,18,20,10
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",12/27/17,11,15,5
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",12/28/17,4,7,0
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",12/29/17,2,8,-3
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",12/30/17,7,13,1
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",12/31/17,6,10,-2
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",1/1/18,0,8,-5
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",1/2/18,5,15,0
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",1/3/18,14,23,8
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",1/4/18,20,26,15
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",1/5/18,10,17,1
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",1/6/18,2,6,-4
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",1/7/18,0,13,-9
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",1/8/18,20,30,13
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",1/9/18,29,37,24
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",1/10/18,26,33,16
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",1/11/18,39,50,30
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",1/12/18,51,59,45
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",1/13/18,44,59,13
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",1/14/18,14,20,8
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",1/15/18,11,17,6
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",1/16/18,21,29,17
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",1/17/18,29,30,23
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",1/18/18,21,25,12
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",1/19/18,21,29,16
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",1/20/18,34,42,26
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",1/21/18,38,44,34
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",1/22/18,34,37,30
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",1/23/18,33,50,28
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",1/24/18,33,36,19
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",1/25/18,20,25,15
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",1/26/18,20,30,13
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",1/27/18,33,49,23
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",1/28/18,44,49,36
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",1/29/18,33,38,23
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",1/30/18,24,30,17
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",1/31/18,19,27,12
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",2/1/18,30,41,24
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",2/2/18,25,33,5
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",2/3/18,10,21,1
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",2/4/18,28,40,19
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",2/5/18,34,40,15
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",2/6/18,20,28,15
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",2/7/18,22,35,17
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",2/8/18,24,27,14
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",2/9/18,19,26,11
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",2/10/18,35,45,26
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",2/11/18,41,51,34
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",2/12/18,39,55,25
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",2/13/18,25,30,18
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",2/14/18,32,44,23
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",2/15/18,40,50,32
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",2/16/18,47,50,29
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",2/17/18,29,35,19
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",2/18/18,31,39,26
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",2/19/18,33,47,23
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",2/20/18,52,67,41
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",2/21/18,59,71,49
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",2/22/18,42,55,28
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",2/23/18,30,34,25
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",2/24/18,40,50,34
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",2/25/18,35,36,31
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",2/26/18,38,46,32
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",2/27/18,38,48,30
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",2/28/18,43,55,34
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",3/1/18,49,59,37
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",3/2/18,37,37,32
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",3/3/18,38,43,34
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",3/4/18,36,39,30
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",3/5/18,34,42,31
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",3/6/18,32,39,27
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",3/7/18,29,30,27
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",3/8/18,30,36,27
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",3/9/18,27,32,22
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",3/10/18,30,35,26
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",3/11/18,31,39,25
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",3/12/18,32,37,26
USW00094746,"WORCESTER REGIONAL AIRPORT, MA US",3/13/18,29,32,26
